year,is_rct,journal,title,doi,pmcid,n_data,n_code,data_urls,code_urls,das
2023,True,Journal of orthopaedic surgery and research,A clinical model to predict the progression of knee osteoarthritis: data from Dryad,10.1186/s13018-023-04118-4,PMC10464113,1,0,10.5061/dryad.79cnp5htv,,"Data Availability Statement The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, Sagar (2021), Assessment of cardiovascular risk factors in patients with Knee Osteoarthritis, Dryad, Dataset, 10.5061/dryad.79cnp5htv. The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, Sagar (2021), Assessment of cardiovascular risk factors in patients with Knee Osteoarthritis, Dryad, Dataset, 10.5061/dryad.79cnp5htv. The data that support the findings of this study are available in Dryad at 10.5061/dryad.79cnp5htv, reference number: 10.5061/dryad.79cnp5htv. These data were derived from the following resources available in the public domain: Goel, "
2023,True,BMC medical research methodology,"Comparison of Bayesian Networks, G-estimation and linear models to estimate causal treatment effects in aggregated N-of-1 trials with carry-over effects",10.1186/s12874-023-02012-5,PMC10440905,0,2,,github.com/hialab/cinof1 | github.com/hialab/sinot,Availability of data and materials The data sets generated and analysed during the current study are available in the HIAlab/sinot repository at github.com/HIAlab/sinot . The R code and Python code used for the analysis in this study is available at GitHub: \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\bullet$$\end{document} ∙ R package for the statistical analysis: github.com/HIAlab/cinof1 \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\bullet$$\end{document} ∙ Python package for the data simulation: github.com/HIAlab/sinot
2023,True,BMC medicine,The effects of creatine supplementation on cognitive performance-a randomised controlled study,10.1186/s12916-023-03146-5,PMC10647179,1,0,osf.io/xpwkc,,"Data Availability Statement The appendix, protocol, data, code, and output of this study are openly available at the Open Science Framework, https://osf.io/xpwkc/ . The appendix, protocol, data, code, and output of this study are openly available at the Open Science Framework, https://osf.io/xpwkc/ . The appendix, protocol, data, code, and output of this study are openly available at the Open Science Framework, https://osf.io/xpwkc/ ."
2022,True,PloS one,"The effect of mindfulness on the inflammatory, psychological and biomechanical domains of adult patients with low back pain: A randomized controlled clinical trial",10.1371/journal.pone.0276734,PMC9645607,1,1,10.5281/zenodo.6793420,github.com/nirakara-lab/rct_minfulness_chronic_back_pain,"The study database is available at GitHub: https://github.com/nirakara-lab/RCT_Minfulness_Chronic_Back_Pain . A DOI link has been created in zenodo: https://doi.org/10.5281/zenodo.6793420 . In the supplementary materials, the exercises and the study variables have been fully described. Additional information requests should be directed to the following institutional address: University Institute of Regenerative Medicine and Oral Implantology - UIRMI (UPV/EHU-Fundacion Eduardo Anitua) C/ José Maria Cagigal, 19, 01007 Vitoria, Spain. Tel.: +34 945160653. Fax.: +34 945 158 934. Email: virginia.cuadrado@bti-implant.es . The conducted research was not preregistered with an analysis plan in an independent, institutional registry. The study database is available at GitHub: https://github.com/nirakara-lab/RCT_Minfulness_Chronic_Back_Pain . A DOI link has been created in zenodo: https://doi.org/10.5281/zenodo.6793420 . In the supplementary materials, the exercises and the study variables have b"
2022,True,PloS one,Ultrasound-guided dry needling versus traditional dry needling for patients with knee osteoarthritis: A double-blind randomized controlled trial,10.1371/journal.pone.0274990,PMC9524650,1,0,osf.io/sa7ym,,Data Availability Statement The authors confirm that all data supporting the findings of this study and raw data can be accessed in the following data repository: https://osf.io/sa7ym/ . The exercise programme is published adherence to the TIDieR guide: http://www.tidierguide.org/#/gen/dHUwKw-7u . The authors confirm that all data supporting the findings of this study and raw data can be accessed in the following data repository: https://osf.io/sa7ym/ . The exercise programme is published adherence to the TIDieR guide: http://www.tidierguide.org/#/gen/dHUwKw-7u . The authors confirm that all data supporting the findings of this study and raw data can be accessed in the following data repository: https://osf.io/sa7ym/ . The exercise programme is published adherence to the TIDieR guide: http://www.tidierguide.org/#/gen/dHUwKw-7u .
2022,True,BMC musculoskeletal disorders,Patients' and clinicians' experiences with stratified exercise therapy in knee osteoarthritis: a qualitative study,10.1186/s12891-022-05496-2,PMC9178540,1,0,osf.io/x3p94,,Availability of data and materials The research protocol of the trial is accessible at the Netherlands National Trial Register ( https://www.trialregister.nl/trial/7463 ) and Open Science Framework ( https://osf.io/x3p94/ ). The datasets used and/or analysed during the current study available from the corresponding author on reasonable request.
2022,True,PloS one,Understanding how individualised physiotherapy or advice altered different elements of disability for people with low back pain using network analysis,10.1371/journal.pone.0263574,PMC8830646,1,0,10.5281/zenodo.5902763,,All codes and results can be found on Zenodo (DOI: 10.5281/zenodo.5902763 ). All codes and results can be found on Zenodo (DOI: 10.5281/zenodo.5902763 ).
2022,True,PloS one,Dependence of learning outcomes in flipped and lecture classrooms on review questions: A randomized controlled trial and observational study,10.1371/journal.pone.0279296,PMC9762591,1,0,osf.io/qw4x9,,The minimal anonymized data sets necessary to replicate our study findings are available at the following URL: https://osf.io/qw4x9/ . The minimal anonymized data sets necessary to replicate our study findings are available at the following URL: https://osf.io/qw4x9/ .
2022,True,PloS one,A comparison of psychological characteristics in people with knee osteoarthritis from Japan and Australia: A cross-sectional study,10.1371/journal.pone.0267877,PMC9070885,1,0,osf.io/8fzs7,,Data Availability Statement The dataset file is available from the Open Science Framework database (URL: https://osf.io/8fzs7/ ). The dataset file is available from the Open Science Framework database (URL: https://osf.io/8fzs7/ ). The dataset file is available from the Open Science Framework database (URL: https://osf.io/8fzs7/ ).
2022,True,Thorax,A telerehabilitation programme in post-discharge COVID-19 patients (TERECO): a randomised controlled trial,10.1136/thoraxjnl-2021-217382,PMC8318721,1,0,10.5061/dryad.59zw3r27n,,"Data Availability Statement Anonymised patient-level data on which the analysis, results and conclusions reported in this paper are based are available as Dryad dataset. Reinhardt, Jan D. (2021), Telerehabilitation program for COVID-19 survivors (TERECO) - randomized controlled trial, Dryad, Dataset, https://doi.org/10.5061/dryad.59zw3r27n Anonymised patient-level data on which the analysis, results and conclusions reported in this paper are based are available as Dryad dataset. Reinhardt, Jan D. (2021), Telerehabilitation program for COVID-19 survivors (TERECO) - randomized controlled trial, Dryad, Dataset, https://doi.org/10.5061/dryad.59zw3r27n Anonymised patient-level data on which the analysis, results and conclusions reported in this paper are based are available as Dryad dataset. Reinhardt, Jan D. (2021), Telerehabilitation program for COVID-19 survivors (TERECO) - randomized controlled trial, Dryad, Dataset, https://doi.org/10.5061/dryad.59zw3r27n"
2022,True,F1000Research,Effect of Antigravity Treadmill Training on Gait and Balance in Patients with Diabetic Polyneuropathy: A Randomized Controlled Trial,10.12688/f1000research.75806.3,PMC9763767,4,0,figshare.com/s/10ee7a9d111b2c4487ee | figshare.com/s/15128a129f514ba02d92 | figshare.com/s/197dc8c07d05380056ea,,Data availability Underlying data Figshare: Underlying data for ‘Effects of antigravity treadmill training on gait and balance in patients with diabetic polyneuropathy: A randomized controlled trial’. The project contains the following underlying data: • Demographic characteristics raw data: https://figshare.com/s/2990d265a8bea78e4c27 DOI: 10.6084/m9.figshare.17053808 • Gait parameters and postural stability: https://figshare.com/s/197dc8c07d05380056ea DOI: 10.6084/m9.figshare.17054036 • Flow chart of the study: https://figshare.com/s/15128a129f514ba02d92 DOI: 10.6084/m9.figshare.17054045 • Tables: https://figshare.com/s/10ee7a9d111b2c4487ee DOI: 10.6084/m9.figshare.17054057
2022,True,BMJ open,Influence of the statistical significance of results and spin on readers' interpretation of the results in an abstract for a hypothetical clinical trial: a randomised trial,10.1136/bmjopen-2021-056503,PMC8996040,1,0,10.5061/dryad.0cfxpnw2z,,"Data availability statement Data are available in a public, open access repository. Extra data can be accessed via the Dryad data repository at http://datadryad.org/ with the doi: 10.5061/dryad.0cfxpnw2z. Data are available in a public, open access repository. Extra data can be accessed via the Dryad data repository at http://datadryad.org/ with the doi: 10.5061/dryad.0cfxpnw2z."
2022,True,PloS one,Do patients' pre-treatment expectations about acupuncture effectiveness predict treatment outcome in patients with chronic low back pain? A secondary analysis of data from a randomised controlled clin,10.1371/journal.pone.0268646,PMC9122231,1,0,osf.io/rhju3,,Data Availability Statement We will upload our data on OSF and provide the relevant data once the paper is accepted. We already created a link to OSF where the data will be then uploaded. https://osf.io/rhju3/?view_only=f16351c3ecb44dc5a22043df8429196f . We will upload our data on OSF and provide the relevant data once the paper is accepted. We already created a link to OSF where the data will be then uploaded. https://osf.io/rhju3/?view_only=f16351c3ecb44dc5a22043df8429196f . We will upload our data on OSF and provide the relevant data once the paper is accepted. We already created a link to OSF where the data will be then uploaded. https://osf.io/rhju3/?view_only=f16351c3ecb44dc5a22043df8429196f .
2022,True,Nature communications,A randomized controlled trial for response of microbiome network to exercise and diet intervention in patients with nonalcoholic fatty liver disease,10.1038/s41467-022-29968-0,PMC9091228,0,1,,github.com/crtsjtu/aelc,Data availability The study protocol has been published previously (10.1186/1471-2458-14-48). The raw Illumina sequence data including 16 s rRNA sequence and metagenomics generated in this study have been deposited to the NCBI database under BioProject accession no. PRJNA757939 ( https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA757939 ). The data is available for academic use under controlled access in compliance with the regulation of the Ministry of Science and Technology (MOST) of China for the deposit and use of human genomic data. All individual de-identified participant data that support the findings of this study are available from the corresponding author upon reasonable request based on the rule of data protection and consent. The access to the controlled data will be valid for one year from the time of the data accessibility approved. The processed data are available within the Source Data file. Code availability Codes used for computing population and individual networks a
2022,True,Frontiers in bioengineering and biotechnology,Effects of Foot-Core Training on Foot-Ankle Kinematics and Running Kinetics in Runners: Secondary Outcomes From a Randomized Controlled Trial,10.3389/fbioe.2022.890428,PMC9046605,1,0,figshare.com/search,,Data Availability Statement The original contributions presented in the study are publicly available. This data can be found here: https://figshare.com/search?q =10.6084%2Fm9.figshare.13484715. The original contributions presented in the study are publicly available. This data can be found here: https://figshare.com/search?q =10.6084%2Fm9.figshare.13484715. The original contributions presented in the study are publicly available. This data can be found here: https://figshare.com/search?q =10.6084%2Fm9.figshare.13484715.
2022,True,PloS one,Loaded inter-set stretch may selectively enhance muscular adaptations of the plantar flexors,10.1371/journal.pone.0273451,PMC9436038,1,0,osf.io/mtw6q,,Data Availability Statement The data for this study are available from the OSF preregistration page ( https://osf.io/mtw6q ). The data for this study are available from the OSF preregistration page ( https://osf.io/mtw6q ). The data for this study are available from the OSF preregistration page ( https://osf.io/mtw6q ).
2021,True,International journal of environmental research and pub,Effects of the Manual Therapy Approach of Segments C0-1 and C2-3 in the Flexion-Rotation Test in Patients with Chronic Neck Pain: A Randomized Controlled Trial,10.3390/ijerph18020753,PMC7829773,1,0,dataverse.harvard.edu/dataset.xhtml,,Data Availability Statement You can find all the data from this study in the “HARVARD Dataverse” using the following link: https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYOQDR&amp;version=DRAFT . You can find all the data from this study in the “HARVARD Dataverse” using the following link: https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYOQDR&amp;version=DRAFT . You can find all the data from this study in the “HARVARD Dataverse” using the following link: https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XYOQDR&amp;version=DRAFT .
2021,True,PloS one,Home-based exercise for people living with frailty and chronic kidney disease: A mixed-methods pilot randomised controlled trial,10.1371/journal.pone.0251652,PMC8248609,1,0,10.5061/dryad.3ffbg79hp,,The anonymised data set files are available from Dryad (DOI: 10.5061/dryad.3ffbg79hp ). The anonymised data set files are available from Dryad (DOI: 10.5061/dryad.3ffbg79hp ).
2021,True,PLoS medicine,"Impact of assessment and intervention by a health and social care professional team in the emergency department on the quality, safety, and clinical effectiveness of care for older adults: A randomise",10.1371/journal.pmed.1003711,PMC8318294,1,0,osf.io/5wpjm,,Data Availability Statement The data used in this study are available on the Open Science Framework at the public link https://osf.io/5wpjm/ . The data used in this study are available on the Open Science Framework at the public link https://osf.io/5wpjm/ . The data used in this study are available on the Open Science Framework at the public link https://osf.io/5wpjm/ .
2021,True,PloS one,The SIMAC study: A randomized controlled trial to compare the effects of resistance training and aerobic training on the fitness and body composition of Colombian adolescents,10.1371/journal.pone.0248110,PMC8057582,1,0,10.5061/dryad.bk3j9kd9q,,The data underlying this study are publicly available at the Dryad repository: https://doi.org/10.5061/dryad.bk3j9kd9q The data underlying this study are publicly available at the Dryad repository: https://doi.org/10.5061/dryad.bk3j9kd9q
2021,True,BMJ (Clinical research ed.),E-health StandingTall balance exercise for fall prevention in older people: results of a two year randomised controlled trial,10.1136/bmj.n740,PMC8022322,1,0,osf.io/42gje,,Data Availability Statement Deidentified participant data may be accessed by researchers who provide a methodologically sound proposal. Proposals should be directed to KD (k.delbaere@neura.edu.au) and data are available from the date of publication of this article. The study protocol is available as a free access publication 8 and the statistical analysis plan is available on OpenScience framework ( https://osf.io/42gje/ ). Deidentified participant data may be accessed by researchers who provide a methodologically sound proposal. Proposals should be directed to KD (k.delbaere@neura.edu.au) and data are available from the date of publication of this article. The study protocol is available as a free access publication 8 and the statistical analysis plan is available on OpenScience framework ( https://osf.io/42gje/ ). Deidentified participant data may be accessed by researchers who provide a methodologically sound proposal. Proposals should be directed to KD (k.delbaere@neura.edu.au) and
2021,True,Proceedings of the National Academy of Sciences of the ,Critical Period After Stroke Study (CPASS): A phase II clinical trial testing an optimal time for motor recovery after stroke in humans,10.1073/pnas.2026676118,PMC8488696,1,0,osf.io/wrk3x,,"Data Availability Anonymized data have been deposited in Open Science Framework ( https://osf.io/wrk3x/ ). To observe HIPAA protections for human subject information, click to request access to the dataset. Access will be granted by the corresponding author. Anonymized data have been deposited in Open Science Framework ( https://osf.io/wrk3x/ ). To observe HIPAA protections for human subject information, click to request access to the dataset. Access will be granted by the corresponding author."
2021,True,International journal of environmental research and pub,Effects of a Rehabilitation Programme Using a Nasal Inspiratory Restriction Device in COPD,10.3390/ijerph18084207,PMC8071399,0,1,,github.com/jorgedelro/copd,Data Availability Statement The dataset analyzed in this study can be found in https://github.com/JorgeDelro/COPD (accessed on 7 January 2021).
2021,True,Journal of clinical medicine,"Effectiveness of Moderate-Intensity Aerobic Water Exercise during Pregnancy on Quality of Life and Postpartum Depression: A Multi-Center, Randomized Controlled Trial",10.3390/jcm10112432,PMC8198819,1,0,10.5281/zenodo.3580637,,Data Availability Statement Data presented in this study are available on request from the corresponding author. An anonymized minimal dataset is available ( https://doi.org/10.5281/zenodo.3580637 ).
2021,True,PloS one,Effect of an inverted seated position with upper arm blood flow restriction on measures of elbow flexors neuromuscular performance,10.1371/journal.pone.0245311,PMC8133415,1,0,osf.io/tzm4b,,Data Availability Statement All data is available from the Open Science Framework (DOI: 10.17605/OSF.IO/TZM4B ). All data is available from the Open Science Framework (DOI: 10.17605/OSF.IO/TZM4B ). All data is available from the Open Science Framework (DOI: 10.17605/OSF.IO/TZM4B ).
2021,True,Health expectations : an international journal of publi,The impact of a physician's recommendation and gender on informed decision making: A randomized controlled study in a simulated decision situation,10.1111/hex.13161,PMC8077152,1,0,osf.io/y467e,,Data Availability Statement The data that support the findings of this study are available from osf.io/y467e. 55 The data that support the findings of this study are available from osf.io/y467e. 55 The data that support the findings of this study are available from osf.io/y467e. 55
2020,True,Physiotherapy research international : the journal for ,Stratified exercise therapy compared with usual care by physical therapists in patients with knee osteoarthritis: A randomized controlled trial protocol (OCTOPuS study),10.1002/pri.1819,PMC7187154,2,0,dataverse.nl/dataverse/beta | osf.io/x3p94,,Data Availability Statement The datasets generated and/or analysed during the current study will be available in the Dataverse repository ( https://dataverse.nl/dataverse/BETA ). The research protocol is accessible at the Netherlands National Trial Register ( https://www.trialregister.nl/trial/7463 ) and Open Science Framework ( https://osf.io/x3p94/ ). The datasets generated and/or analysed during the current study will be available in the Dataverse repository ( https://dataverse.nl/dataverse/BETA ). The research protocol is accessible at the Netherlands National Trial Register ( https://www.trialregister.nl/trial/7463 ) and Open Science Framework ( https://osf.io/x3p94/ ). The datasets generated and/or analysed during the current study will be available in the Dataverse repository ( https://dataverse.nl/dataverse/BETA ). The research protocol is accessible at the Netherlands National Trial Register ( https://www.trialregister.nl/trial/7463 ) and Open Science Framework ( https://osf.i
2020,True,BMJ open,Can an online exercise prescription tool improve adherence to home exercise programmes in children with cerebral palsy and other neurodevelopmental disabilities? A randomised controlled trial,10.1136/bmjopen-2020-040108,PMC7757494,1,0,osf.io/7m3ta,,"De-identified data are available upon request from the corresponding author ( rowan.johnson@postgrad.curtin.edu.au ), noting that requestors will need to sign a data access agreement. The study protocol is available online (see https://osf.io/7m3ta/ )."
2020,True,PloS one,"An age-adapted plyometric exercise program improves dynamic strength, jump performance and functional capacity in older men either similarly or more than traditional resistance training",10.1371/journal.pone.0237921,PMC7447006,1,0,osf.io/fqph4,,All data files are available at https://osf.io/fqph4/ . All data files are available at https://osf.io/fqph4/ .
2019,True,PloS one,Evaluation of the clinical effectiveness of a work-based mentoring programme to develop clinical reasoning on patient outcome: A stepped wedge cluster randomised controlled trial,10.1371/journal.pone.0220110,PMC6668791,1,0,figshare.com/s/cbd137213b638b69a2d0,,Data Availability Statement All data files are available from the figshare database ( https://figshare.com/s/cbd137213b638b69a2d0 ). All data files are available from the figshare database ( https://figshare.com/s/cbd137213b638b69a2d0 ). All data files are available from the figshare database ( https://figshare.com/s/cbd137213b638b69a2d0 ).
2019,True,PLoS medicine,The Fear Reduction Exercised Early (FREE) approach to management of low back pain in general practice: A pragmatic cluster-randomised controlled trial,10.1371/journal.pmed.1002897,PMC6733445,2,0,10.5061/dryad.4t375b2 | datadryad.org/review,,Data Availability Statement Data are deposited in the Dryad repository: https://datadryad.org/review?doi=doi:10.5061/dryad.4t375b2 Data are deposited in the Dryad repository: https://datadryad.org/review?doi=doi:10.5061/dryad.4t375b2 Data are deposited in the Dryad repository: https://datadryad.org/review?doi=doi:10.5061/dryad.4t375b2
2019,True,BMJ open,"Effects of supervised exercise training during pregnancy on psychological well-being among overweight and obese women: secondary analyses of the ETIP-trial, a randomised controlled trial",10.1136/bmjopen-2018-028252,PMC6886967,1,0,10.5061/dryad.pvmcvdng6,,"Data file are being available in Dryad, doi:10.5061/dryad.pvmcvdng6."
2017,True,PloS one,The effects of d-aspartic acid supplementation in resistance-trained men over a three month training period: A randomised controlled trial,10.1371/journal.pone.0182630,PMC5571970,1,0,figshare.com/articles/the_effects_of_d-aspartic_acid_supplementation_in_resistance-trained_men_over_a_three_month_training_period/5280592,,Data Availability Statement The study was approved by the Western Sydney University Human Research Ethics Committee and data are ethically restricted to statistical reporting for reasons relating to patient privacy. Relevant data can be found in the Figshare Repository at the following URL: https://figshare.com/articles/The_effects_of_d-aspartic_acid_supplementation_in_resistance-trained_men_over_a_three_month_training_period/5280592 . The DOI is 10.6084/m9.figshare.5280592 . The study was approved by the Western Sydney University Human Research Ethics Committee and data are ethically restricted to statistical reporting for reasons relating to patient privacy. Relevant data can be found in the Figshare Repository at the following URL: https://figshare.com/articles/The_effects_of_d-aspartic_acid_supplementation_in_resistance-trained_men_over_a_three_month_training_period/5280592 . The DOI is 10.6084/m9.figshare.5280592 . The study was approved by the Western Sydney University Human Rese
2017,True,PloS one,Can group-based reassuring information alter low back pain behavior? A cluster-randomized controlled trial,10.1371/journal.pone.0172003,PMC5367686,1,0,figshare.com/articles/data_rct_pf_xlsx/4506164,,"I have now signed in at Figshare and published a data file with the data used to produce our results available to all. By following this URL, you will find the data set: https://figshare.com/articles/Data_RCT_PF_xlsx/4506164 . I have now signed in at Figshare and published a data file with the data used to produce our results available to all. By following this URL, you will find the data set: https://figshare.com/articles/Data_RCT_PF_xlsx/4506164 ."
2017,True,BMC musculoskeletal disorders,Predicting outcome in frozen shoulder (shoulder capsulitis) in presence of comorbidity as measured with subjective health complaints and neuroticism,10.1186/s12891-017-1740-9,PMC5581414,1,0,osf.io/a4ba9,,Link for anonymized data https://osf.io/a4ba9/files/.
2016,True,PloS one,Early Sitting in Ischemic Stroke Patients (SEVEL): A Randomized Controlled Trial,10.1371/journal.pone.0149466,PMC4811411,1,0,10.5061/dryad.jh15q,,Data Availability Statement All relevant data are available from Dryad with the following DOI: doi: 10.5061/dryad.jh15q . All relevant data are available from Dryad with the following DOI: doi: 10.5061/dryad.jh15q . All relevant data are available from Dryad with the following DOI: doi: 10.5061/dryad.jh15q .
2016,True,BMC musculoskeletal disorders,"Adhesive capsulitis of the shoulder, treatment with corticosteroid, corticosteroid with distension or treatment-as-usual; a randomised controlled trial in primary care",10.1186/s12891-016-1081-0,PMC4880881,1,0,osf.io/4xvru,,The clinical raw data file is available at: https://osf.io/4xvru/ .
2016,True,BMC veterinary research,Effect of intralesional platelet-rich plasma (PRP) treatment on clinical and ultrasonographic parameters in equine naturally occurring superficial digital flexor tendinopathies - a randomized prospect,10.1186/s12917-016-0826-1,PMC5015224,1,0,figshare.com/s/908fa4cad9e0ee828371,,"The datasets supporting the conclusions of this article are available in the figshare repository, https://figshare.com/s/908fa4cad9e0ee828371 ."
2016,True,Journal of the International Society of Sports Nutritio,"The effects of phosphatidic acid supplementation on strength, body composition, muscular endurance, power, agility, and vertical jump in resistance trained men",10.1186/s12970-016-0135-x,PMC4891923,1,0,osf.io/6zecp,,Raw data can for this manuscript can be found at https://osf.io/6zecp/ .
2015,True,PloS one,A 12-Week Exercise Program for Pregnant Women with Obesity to Improve Physical Activity Levels: An Open Randomised Preliminary Study,10.1371/journal.pone.0137742,PMC4573757,1,0,10.5061/dryad.87f03,,"Data Availability Statement Data from the ""Inter GO FIT"" study are available from the Dryad Digital Repository (URL http://dx.doi.org/10.5061/dryad.87f03 ). Data from the ""Inter GO FIT"" study are available from the Dryad Digital Repository (URL http://dx.doi.org/10.5061/dryad.87f03 ). Data from the ""Inter GO FIT"" study are available from the Dryad Digital Repository (URL http://dx.doi.org/10.5061/dryad.87f03 )."
2015,True,PloS one,Musculoskeletal Pain as a Marker of Health Quality. Findings from the Epidemiological Sleep Study among the Adult Population of São Paulo City,10.1371/journal.pone.0142726,PMC4657923,1,0,10.5061/dryad.2gd62,,"Data are from the epidemiological cohort entitled “Epidemiology of Sleep Disturbances Among the Adult Population of the Sao Paulo City”, which is registered at ClinicalTrials.gov as NCT00596713 . Repository information for data at doi: 10.5061/dryad.2gd62 . Data are from the epidemiological cohort entitled “Epidemiology of Sleep Disturbances Among the Adult Population of the Sao Paulo City”, which is registered at ClinicalTrials.gov as NCT00596713 . Repository information for data at doi: 10.5061/dryad.2gd62 ."
2026,False,The South African journal of physiotherapy,Shoulder pain in amateur fast bowlers: A case example illustrating opportunities to embed prevention in undergraduate physiotherapy education,10.4102/sajp.v82i2.2304,PMC13149676,1,0,figshare.com/s/e064dd01738496711647,,"Data Availability Statement The data that support the findings of this study are openly available in the FigShare repository of the University of Pretoria at https://figshare.com/s/e064dd01738496711647 , reference number: https://doi.org/10.25403/UPresearchdata.30145819 . The data that support the findings of this study are openly available in the FigShare repository of the University of Pretoria at https://figshare.com/s/e064dd01738496711647 , reference number: https://doi.org/10.25403/UPresearchdata.30145819 . The data that support the findings of this study are openly available in the FigShare repository of the University of Pretoria at https://figshare.com/s/e064dd01738496711647 , reference number: https://doi.org/10.25403/UPresearchdata.30145819 ."
2026,False,Communications medicine,Increased physical performance after personalised physiotherapy and nutritional counselling in adults with post-COVID-19 condition: a feasibility randomised trial,10.1038/s43856-026-01486-w,PMC13076858,1,0,osf.io/86jvu,,"Data availability The minimal, de-identified individual participant data sufficient to support the findings of this article is available for non-commercial research purposes upon reasonable request to the corresponding author (E.D.W.), after approval by the Belgian Health Care Knowledge Centre and in compliance with applicable data protection regulations. The numerical results underlying the Figs. 2 – 5 and Supplementary Figs. 1 – 4 are available through Open Science Framework (OSF) at 10.17605/OSF.IO/86JVU 130 under a Creative Commons Attribution–Non-commercial 4.0 International License (CC BY-NC 4.0). Code availability The code for Figs. 2 – 5 and Supplementary Figs. 1 – 4 , are available through OSF at 10.17605/OSF.IO/86JVU 130 under a Creative Commons Attribution–Non-commercial 4.0 International License (CC BY-NC 4.0)."
2026,False,PloS one,Non-immersive virtual reality telerehabilitation for motor accuracy and precision in individuals with Cerebral Palsy: A non-randomized clinical trial,10.1371/journal.pone.0343934,PMC12987460,1,0,10.5281/zenodo.17468973,,"Data Availability Statement All data from this research are publicly available. Silva PL, Valenzuela EJ, Martinez JP, Silva-Magalhães TD, Moraes IAP, Dawes H, Dias ED, Monteiro CBM. Dataset for Non-immersive virtual reality as a telerehabilitation protocol on precision and accuracy performance in individuals with cerebral palsy: a non-randomized controlled clinical trial, Zenodo.2025; V1. https://doi.org/10.5281/zenodo.17468973 . All data from this research are publicly available. Silva PL, Valenzuela EJ, Martinez JP, Silva-Magalhães TD, Moraes IAP, Dawes H, Dias ED, Monteiro CBM. Dataset for Non-immersive virtual reality as a telerehabilitation protocol on precision and accuracy performance in individuals with cerebral palsy: a non-randomized controlled clinical trial, Zenodo.2025; V1. https://doi.org/10.5281/zenodo.17468973 . All data from this research are publicly available. Silva PL, Valenzuela EJ, Martinez JP, Silva-Magalhães TD, Moraes IAP, Dawes H, Dias ED, Monteiro CBM. Datase"
2026,False,"Sensors (Basel, Switzerland)",Robot-Assisted Gait Training Combined with Conventional Physiotherapy in Postoperative Patients with Diplegic Cerebral Palsy: A Pilot Single Cohort Observational Study,10.3390/s26051438,PMC12987000,1,0,10.5281/zenodo.15083648,,Data Availability Statement The data that support the findings of this study are openly available as of the date of publication on Zenodo at https://doi.org/10.5281/zenodo.15083648 (accessed on 25 March 2025). The data that support the findings of this study are openly available as of the date of publication on Zenodo at https://doi.org/10.5281/zenodo.15083648 (accessed on 25 March 2025). The data that support the findings of this study are openly available as of the date of publication on Zenodo at https://doi.org/10.5281/zenodo.15083648 (accessed on 25 March 2025).
2026,False,Chronic respiratory disease,The characteristics of people with COPD who enrol in home-based pulmonary rehabilitation versus centre-based pulmonary rehabilitation: A nationwide cross-sectional study,10.1177/14799731261431253,PMC12966549,0,1,,github.com/nhli-respiratory-epi/home_based_centre_based_pr,Data Availability Statement Data may be obtained from a third party and are not publicly available. Data collected on behalf of Healthcare Quality Improvement Partnership (HQIP) by all National Clinical Audit and Patient Outcomes Programme (NCAPOP) projects are routinely reported at an aggregate level and these reports are available in the resources section of the HQIP website ( https://www.hqip.org.uk/resources/ ). The reported data are also placed on the data.gov.uk website. The R scripts used to perform the analysis can be found at https://github.com/NHLI-Respiratory-Epi/home_based_centre_based_PR . Data may be obtained from a third party and are not publicly available. Data collected on behalf of Healthcare Quality Improvement Partnership (HQIP) by all National Clinical Audit and Patient Outcomes Programme (NCAPOP) projects are routinely reported at an aggregate level and these reports are available in the resources section of the HQIP website ( https://www.hqip.org.uk/resources/ )
