pmcid,pmid,doi,year,journal,title,is_rct,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC12584029,41165404,10.1167/iovs.66.13.54,2025,Invest Ophthalmol Vis Sci,Neurobehavioral Changes in Macular Degeneration: Spatial Frequency Use in Scene Recognition,False,1,1,github.com/neurolabusc/mricron,osf.io/7hksz,False,
PMC11249847,39022436,10.5195/ijt.2024.6635,2024,Int J Telerehabil,Innovative Hybrid Cloud Solutions for Physical Medicine and Telerehabilitation Research,False,5,1,github.com/knowledge-ukraine/medlocalgpt | github.com/knowledge-ukraine/medrehabbot | github.com/knowledge-ukraine/ontochatgpt | github.com/malakhovks/docsim,doi.org/10.5281/zenodo.8308214,False,Data Availability Statement HCET MVP: https://e-rehab.pp.ua ; KEn Web Service: https://ken.e-rehab.pp.ua ; https://github.com/malakhovks/ken ; UkrVectōrēs Web Service: https://ukrvectores.e-rehab.pp.ua ; https://github.com/malakhovks/docsim ; MedRehabBot: https://t.me/MedicalRehabBot ; https://github.com/knowledge-ukraine/MedRehabBot ; WhiteBookBot: https://wb-prm.e-rehab.pp.ua ; https://t.me/ExperimentalUkrAIBot ; MedLocalGPT: https://demo.medlocalgpt.pp.ua ; https://github.com/knowledge-ukraine/medlocalgpt ; OntoChatGPT: https://github.com/knowledge-ukraine/OntoChatGPT ; PM&amp;R Dataset: https://doi.org/10.5281/ZENODO.8308214 .
PMC11415756,39309191,10.12688/openreseurope.16913.3,2024,Open Res Eur,Modelling drift of cold-stunned Kemp's ridley turtles stranding on the Dutch coast,False,1,1,github.com/oceanparcels/kempsridley_turtle_strandings,zenodo.org/doi/10.5281/zenodo.10450425,False,Data Availability Statement Source data The Copernicus Marine Service ocean data used in this study can be downloaded from https://doi.org/10.48670/moi-00059 44 and https://doi.org/10.48670/moi-00060 46 . The ERA 5 wind data can be downloaded from https://doi.org/10.24381/cds.adbb2d47 48 .
PMC11586963,39584892,10.3390/jfmk9040239,2024,J Funct Morphol Kinesiol,Machine-Based Resistance Training Improves Functional Capacity in Older Adults: A Systematic Review and Meta-Analysis,False,1,4,github.com/jamessteeleii/older_adults_rt_machines_ma,osf.io/5fjq3 | osf.io/e4586 | osf.io/preprint | osf.io/z9u7s,False,Data Availability Statement Data and code utilized for data preparation and analyses are available on the Open Science Framework page for this project https://osf.io/5fjq3/ .
PMC11109550,38779314,10.12688/f1000research.146347.2,2024,F1000Res,Wings of Change: aPKC/FoxP-dependent plasticity in steering motor neurons underlies operant self-learning in &lt;i&gt;Drosophila&lt;/i&gt;,False,1,6,github.com/brembslab/dtsevaluations,doi.org/10.5281/zenodo.10041052 | doi.org/10.5281/zenodo.10047941 | doi.org/10.5281/zenodo.10606166 | doi.org/10.5281/zenodo.7101734,False,"Data availability Underlying data Underlying data for ‘Wings of Change: aPKC/FoxP-dependent plasticity in steering motor neurons underlies operant self-learning in Drosophila ’, University of Regensburg: 1A: https://www.doi.org/10.5283/epub.52958 75 University of Regensburg: 1B: https://www.doi.org/10.5283/epub.52957 76 University of Regensburg: 1C: https://www.doi.org/10.5283/epub.52944 77 Zenodo: 2: https://www.doi.org/10.5281/zenodo.10047941 79 Zenodo: 3: https://www.doi.org/10.5281/zenodo.10606166 68 University of Regensburg: 4: https://www.doi.org/10.5283/epub.54804 86 University of Regensburg: 5A: https://www.doi.org/10.5283/epub.52956 88 University of Regensburg: 5B: https://www.doi.org/10.5283/epub.52951 89 University of Regensburg: 5C: https://www.doi.org/10.5283/epub.52946 90 University of Regensburg: 6A: https://www.doi.org/10.5283/epub.52963 93 University of Regensburg: 6B: h"
PMC11620673,39637020,10.1371/journal.pone.0312073,2024,PLoS One,Previous binaural experience supports compensatory strategies in hearing-impaired children's auditory horizontal localization,False,1,2,github.com/gullogullo/localization_data_analysis,doi.org/10.5281/zenodo.8136062 | zenodo.org/records/8136062,False,Data Availability Statement All relevant data are available from Zenodo. URL: https://zenodo.org/records/8136062 DOI: 10.5281/zenodo.8136062 The code generating all figures and statistical results can be found here: https://github.com/gullogullo/Localization_data_analysis .
PMC11375029,39238531,10.1029/2024gh001061,2024,Geohealth,"Associations Between Anthropogenic Factors, Meteorological Factors, and Cause-Specific Emergency Department Admissions",False,2,1,github.com/prnvtwr/ed | github.com/prnvtwr/ed-admissions,doi.org/10.5281/zenodo.11517258,False,"Data Availability Statement All code required to reproduce this study is available at https://github.com/prnvtwr/ED‐Admissions (Tewari, 2024 ), accessed on 1 March 2024, and is deposited at https://doi.org/10.5281/zenodo.11517258 ."
PMC11268605,38995970,10.1371/journal.pcbi.1011826,2024,PLoS Comput Biol,NRV: An open framework for in silico evaluation of peripheral nerve electrical stimulation strategies,False,1,1,github.com/nrv-framework/nrv,doi.org/10.5281/zenodo.10497741,False,"Data Availability Statement Data for reproducing results, appart from supplementary material sent with the submission are linked to https://doi.org/10.5281/zenodo.10497741 ."
PMC10781343,38203068,10.3390/s24010206,2023,Sensors (Basel),Feasibility of 3D Body Tracking from Monocular 2D Video Feeds in Musculoskeletal Telerehabilitation,False,1,1,github.com/carolinaclemente00/3d-hpe-mediapipe-pose,zenodo.org/records/10408307,False,Data Availability Statement The data and source code underlying this research are openly available. The dataset of the 3D positions measured by the Qualysis Motion Capture system and the dataset of the 3D positions predicted by the MediaPipe Pose model are available at the following Zenodo repository: https://zenodo.org/records/10408307 . The source code is available at the following GitHub repository: https://github.com/carolinaclemente00/3D-HPE-MediaPipe-Pose/ .
PMC10586693,37856442,10.1371/journal.pcbi.1011462,2023,PLoS Comput Biol,OpenCap: Human movement dynamics from smartphone videos,False,3,2,github.com/smidm/camera.py | github.com/stanfordnmbl/opencap-core | github.com/stanfordnmbl/opencap-processing,doi.org/10.5281/zenodo.7419967 | doi.org/10.5281/zenodo.7419973,False,"The data from the laboratory validation and field studies are available at https://simtk.org/projects/opencap . Identifiable video data is shared for the laboratory validation study. Participants whose identifiable videos are shared provided written consent to the release of these videos. The source code is available at https://github.com/stanfordnmbl/opencap-core (archived in Zenodo: https://doi.org/10.5281/zenodo.7419967 ) and https://github.com/stanfordnmbl/opencap-processing (archived in Zenodo: https://doi.org/10.5281/zenodo.7419973 ) under a permissive open-source license (Apache 2.0), and the software can be used through our web and mobile applications by visiting https://opencap.ai . These applications and the cloud computing that enables them will be freely available to the research community for the foreseeable future."
PMC10495977,37705622,10.7717/peerj-cs.1535,2023,PeerJ Comput Sci,A BERT-Span model for Chinese named entity recognition in rehabilitation medicine,False,1,1,github.com/jamesxuan/bert-span,doi.org/10.5281/zenodo.8088554,False,The following information was supplied regarding data availability: Code and raw data are available at GitHub and Zenodo: https://github.com/jamesXuan/BERT-Span . Zhanxiang Xuan. (2023). BERT-Span dataset [Data set]. Zenodo. https://doi.org/10.5281/zenodo.8088554 . The experimental data in this article are from the rehabilitation guide of stroke and medical literature of CNKI platform ( https://www.cnki.net/ ).
PMC10082569,37038471,10.7717/peerj.15097,2023,PeerJ,Open-source software library for real-time inertial measurement unit data-based inverse kinematics using OpenSim,False,1,1,github.com/jerela/opensimlive,doi.org/10.5281/zenodo.5901448,False,"Data Availability Statement The following information was supplied regarding data availability: The source code of the software is available at GitHub: https://github.com/jerela/OpenSimLive . The raw measurement data is available at Zenodo: Lavikainen, Jere, Vartiainen, Paavo, Stenroth, Lauri, &amp; Karjalainen, Pasi. (2022). IMU data from walking trials on a treadmill (1.0.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.5901448 ."
PMC10423241,37573418,10.1038/s41598-023-40245-y,2023,Sci Rep,Towards data-driven biopsychosocial classification of non-specific chronic low back pain: a pilot study,False,1,1,github.com/tjrantal/roianalyzer,osf.io/b4edg,False,Data Availability Statement The anonymised tabulated data underlying the analyses presented in this study is available via the Open Science Framework ( https://osf.io/b4edg/ ).
PMC10688959,38033114,10.1371/journal.pone.0295152,2023,PLoS One,"AddBiomechanics: Automating model scaling, inverse kinematics, and inverse dynamics from human motion data through sequential optimization",False,3,1,github.com/bulletphysics/bullet3 | github.com/keenon/addbiomechanics | github.com/stanfordnmbl/addbiomechanics-paper,doi.org/10.5281/zenodo.6981568,False,"All data and code used for running experiments, model fitting, and our cloud application is available on a GitHub repository at https://github.com/keenon/AddBiomechanics and we have archived our code on Zenodo (DOI: 10.5281/zenodo.6981568 ). The data and code used to generate the results can be found at https://github.com/stanfordnmbl/addbiomechanics-paper ."
PMC10729998,38060619,10.1371/journal.pcbi.1011606,2023,PLoS Comput Biol,Motoneuron-driven computational muscle modelling with motor unit resolution and subject-specific musculoskeletal anatomy,False,2,1,github.com/arnaultcaillet/caillet-et-al-2022-plos_comput_biol | github.com/arnaultcaillet/mn-driven-neuromuscular-model-with-motor-unit-resolution,zenodo.org/records/10069266,False,Data Availability Statement The code used to generate the results is available at the following public GitHub repository: https://github.com/ArnaultCAILLET/MN-driven-Neuromuscular-Model-with-motor-unit-resolution . The segmented medical images and the subject-specific MSK model are available at the following Zenodo repository: https://zenodo.org/records/10069266 . The code used to reconstruct the complete motor unit pool from experimental motoneuronal data is available at: https://github.com/ArnaultCAILLET/Caillet-et-al-2022-PLOS_Comput_Biol .
PMC10103001,36811583,10.1016/j.advnut.2022.11.005,2023,Adv Nutr,"The Influence of n-3PUFA Supplementation on Muscle Strength, Mass, and Function: A Systematic Review and Meta-Analysis",False,1,2,github.com/gp-esteves/meta-analysis-n3pufa,osf.io/2fwqt | osf.io/3dcwr,False,"Data Availability Statement Data described in the manuscript and analytic code is publicly and freely available without restriction at GitHub [ https://github.com/gp-esteves/meta-analysis-n3PUFA ] and at the project’s OSF page [ https://osf.io/3dcwr/ , DOI: 10.17605/OSF.IO/3DCWR]."
PMC10300679,37388317,10.1098/rsos.221617,2023,R Soc Open Sci,Adaptive assistive robotics: a framework for triadic collaboration between humans and robots,False,1,1,github.com/danielfng/ergonomics,doi.org/10.5281/zenodo.7883695,False,Data Availability Statement Data and relevant code for this research work are stored on GitHub: https://github.com/DanielFNG/ergonomics/tree/royal-society and have been archived within the Zenodo repository: https://doi.org/10.5281/zenodo.7883695 [ 44 ].
PMC11352395,37178122,10.1016/j.celrep.2023.112499,2023,Cell Rep,Conserved multi-tissue transcriptomic adaptations to exercise training in humans and mice,False,1,2,github.com/tho-ols/exchmdpmg,doi.org/10.5061/dryad.vm525 | doi.org/10.5281/zenodo.7729799,False,"Data and code availability RNAsequencing data can be found at https://exchmdpmg.medsch.ucla.edu/app/ as well as online data repositories ExcHMDP data GEO: GSE230102 , GSE64770 , GSE16780 , GSE121098 , and MyoGlu data GSE227419. The original code has been deposited at Zenodo is publicly available as of the date of publication. DOI is listed in the key resources table . Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request."
PMC10009292,36923003,10.1016/j.isci.2023.106248,2023,iScience,Symbiotic electroneural and musculoskeletal framework to encode proprioception via neurostimulation: ProprioStim,False,1,2,github.com/neuroenglab/propriostim,doi.org/10.5281/zenodo.7347123 | doi.org/10.5281/zenodo.7639313,False,"Data and code availability • All data reported in this paper will be shared by the lead contact upon request. • All original code has been deposited on Zenodo and is publicly available 72 as of the date of publication. DOIs are listed in the key resources table . A standalone executable distribution of ProprioStim is also publicly available. 68 It allows to choose a movement form experimental dataset with 10 different movements (e.g. walking uphill/downhill, fast/slow, etc.), visualize body kinematics, muscle spindle activations, and compute the related stimulation parameters. Moreover, it includes MATLAB and NEURON source code to interactively visualize exemplary results of the presented models and allow to run neurophysiological and ProprioStim simulations under different hypotheses regarding fibers distribution, axon model, etc. A brief description of its usage is found in the README "
PMC10686442,38019770,10.1371/journal.pone.0294402,2023,PLoS One,Soundscapes of morality: Linking music preferences and moral values through lyrics and audio,False,1,1,github.com/vjosapreniqi/audio-and-lyrics-features,osf.io/9z4dg,False,"LikeYouth.org data, a subset of which has been used in this study, cannot be shared publicly due to GDPR. Data are available with permission from ISI Foundation - Institute for Scientific Interchange, Chisola Via n. 5, Torino, c.a.p. 10126, (contact via Tel: +39 011 6603090, Fax: +39 011 6600049, Email: isi@isi.it ) for researchers who meet the criteria for access to confidential data. All other data used for this study, including liked artists, song lyrics, and the extracted lyrics and audio features, are freely available via the OSF directory https://osf.io/9z4dg . Associated code is also freely available from https://github.com/vjosapreniqi/audio-and-lyrics-features ."
PMC9905985,36778951,10.1098/rsos.221453,2023,R Soc Open Sci,The impact of age-related increase in passive muscle stiffness on simulated upper limb reaching,False,1,1,github.com/tmmurtola/reaching-arm-model,doi.org/10.5281/zenodo.7545405,False,Data accessibility Data and relevant code for this research work are stored in GitHub: https://github.com/tmmurtola/reaching-arm-model and have been archived within the Zenodo repository: https://doi.org/10.5281/zenodo.7545405 [ 64 ]. The data are provided in the electronic supplementary material [ 65 ].
PMC10565495,37829567,10.3389/fbioe.2023.1223007,2023,Front Bioeng Biotechnol,Muscle-driven forward dynamic active hybrid model of the lumbosacral spine: combined FEM and multibody simulation,False,1,1,github.com/remusr9/artisynth_lumbosacralspinemodel,doi.org/10.5281/zenodo.4453702,False,"Data Availability Statement The original contributions presented in the study are included in the article/ Supplementary Material , further inquiries can be directed to the corresponding author."
PMC10233271,36977648,10.1093/cercor/bhad031,2023,Cereb Cortex,Beyond alpha power: EEG spatial and spectral gradients robustly stratify disorders of consciousness,False,1,1,github.com/milecombo/spectralexponent,doi.org/10.5281/zenodo.806176,False,"Data Availability Statement Raw EEG signals of neurotypical subjects during wakefulness and anesthesia are available at the repository Zenodo ( 10.5281/zenodo.806176 ). Further data are available upon reasonable request, following a data sharing agreement with the two research groups that collected the data: (i) Dipartimento di Scienze Biomediche e Cliniche, Università Degli Studi di Milano (89 recordings), and (ii) Coma Science Group, GIGA-Consciousness, University of Liège and Centre du Cerveau2, University Hospital of Liège (33 recordings). Anesthesia data (30 recordings) were jointly collected by both research groups."
PMC10360432,37474166,10.1136/bmjopen-2023-074615,2023,BMJ Open,"Assessment of redundancy, methodological and reporting quality, and potential discrepancies of results of systematic reviews of early mobilisation of critically ill adults: a meta-research p",False,1,1,github.com/thdiakon/ccar,osf.io/kxwq9,False,
PMC9269703,35808522,10.3390/s22135027,2022,Sensors (Basel),Machine Learning Identifies Chronic Low Back Pain Patients from an Instrumented Trunk Bending and Return Test,False,1,1,github.com/martinhouryfors/imu-and-ia-to-assess-chronic-low-back-pain,osf.io/t4dgr,False,"Data Availability Statement Data are available at https://osf.io/t4dgr/ (accessed on 19 January 2022), folder “Low Back Pain vs Healthy”. Source codes are available at https://github.com/martinhouryfors/IMU-and-IA-to-Assess-Chronic-Low-Back-Pain (accessed on 15 June 2022)."
PMC9645607,36350802,10.1371/journal.pone.0276734,2022,PLoS One,"The effect of mindfulness on the inflammatory, psychological and biomechanical domains of adult patients with low back pain: A randomized controlled clinical trial",True,1,1,github.com/nirakara-lab/rct_minfulness_chronic_back_pain,doi.org/10.5281/zenodo.6793420,False,"The study database is available at GitHub: https://github.com/nirakara-lab/RCT_Minfulness_Chronic_Back_Pain . A DOI link has been created in zenodo: https://doi.org/10.5281/zenodo.6793420 . In the supplementary materials, the exercises and the study variables have been fully described. Additional information requests should be directed to the following institutional address: University Institute of Regenerative Medicine and Oral Implantology - UIRMI (UPV/EHU-Fundacion Eduardo Anitua) C/ José Maria Cagigal, 19, 01007 Vitoria, Spain. Tel.: +34 945160653. Fax.: +34 945 158 934. Email: virginia.cuadrado@bti-implant.es . The conducted research was not preregistered with an analysis plan in an independent, institutional registry."
PMC9647172,36387987,10.1016/j.conctc.2022.101022,2022,Contemp Clin Trials Commun,"Associations between primary motor cortex organization, motor control and sensory tests during the clinical course of low back pain. A protocol for a cross-sectional and longitudinal case-co",False,1,1,github.com/marlow17/surfaceanalysis,osf.io/5c8zg,False,Data availability No data was used for the research described in the article.
PMC9791346,36578321,10.1016/j.isci.2022.105711,2022,iScience,Crossmodal benefits to vocal emotion perception in cochlear implant users,False,1,3,github.com/hidekikawahara/legacy_straight,osf.io/75wxq | osf.io/brnp8 | osf.io/dpwbq,False,Data Availability Statement • Raw data have been deposited in the associated OSF Repository (OSF: https://osf.io/75wxq/ ) and are publicly available as of the date of publication. • All scripts have been deposited at OSF: https://osf.io/75wxq/ and are publicly available as of the date of publication. • Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request.
PMC9668536,36406689,10.1016/j.heliyon.2022.e11517,2022,Heliyon,"Dataset of lower extremity joint angles, moments and forces in distance running",False,2,1,github.com/0todd0000/spm1dmatlab | github.com/opensim-org/opensim-core,figshare.com/projects/dataset_of_lower_extremity_joint_angles_moments_and_forces_in_distance_running/136708,False,Data Availability Statement Data associated with this study has been deposited at https://auckland.figshare.com/projects/Dataset_of_Lower_Extremity_Joint_Angles_Moments_and_Forces_in_Distance_Running/136708 .
PMC8741497,35028529,10.1016/j.isci.2021.103635,2022,iScience,Nicotinamide riboside supplementation confers marginal metabolic benefits in obese mice without remodeling the muscle acetyl-proteome,False,2,2,github.com/dmpio/nr_hdf_wt_acetyl_phospho_tmt10plex | github.com/dmpio/omin,doi.org/10.5281/zenodo.5750793 | doi.org/10.5281/zenodo.5750799,False,"Data and code availability • Proteomics raw data have been deposited at the Proteome Xchange Consortium ( Deutsch et al., 2017 ) and are publicly available as of the date of publication. The accession number is listed in the key resources table . Proteomics data reported in this paper will be shared by the lead contact upon request. • All original code for Omin (proteomics data analysis) has been deposited at GitHub and is publicly available at https://github.com/dmpio/omin and the acetyl-proteomics data analysis for this paper is publicly available at https://github.com/dmpio/nr_hdf_wt_acetyl_phospho_tmt10plex as of the date of publication. • Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request."
PMC9540306,35213791,10.1111/apha.13806,2022,Acta Physiol (Oxf),Ribosome accumulation during early phase resistance training in humans,False,1,1,github.com/dhammarstrom/ribo,osf.io/wa96y,False,DATA AVAILABILITY STATEMENT Data and code are available at github.com/dhammarstrom/ribo‐accum‐paper.
PMC9240616,35783621,10.3389/fmed.2022.915649,2022,Front Med (Lausanne),The Involvement of <i>ALPK3</i> in Hypertrophic Cardiomyopathy in East Asia,False,1,2,github.com/hakyimlab/metaxcan,doi.org/10.5281/zenodo.6580063 | zenodo.org/record/6580063,False,"Data Availability Statement The data presented in the study are deposited in the https://zenodo.org/record/6580063#.Yo4G__n1u2U , accession number doi: 10.5281/zenodo.6580063 ."
PMC9182246,35679231,10.1371/journal.pone.0269567,2022,PLoS One,The placement of foot-mounted IMU sensors does affect the accuracy of spatial parameters during regular walking,False,1,3,github.com/mad-lab-fau/sensor_position_dataset_helper,doi.org/10.5281/zenodo.5747173 | zenodo.org/record/5639238 | zenodo.org/record/5747173,False,The full dataset is available via Zenodo ( https://doi.org/10.5281/zenodo.5747173 ) and a Python library to load and pre-process the data can be obtained from github ( https://github.com/mad-lab-fau/sensor_position_dataset_helper ).
PMC9287343,35840560,10.1038/s41419-022-05073-4,2022,Cell Death Dis,Tumor treating fields affect mesothelioma cell proliferation by exerting histotype-dependent cell cycle checkpoint activations and transcriptional modulations,False,1,1,github.com/konstantint/matplotlib-venn,zenodo.org/record/3629446,False,Data availability Sequence data for this study have been deposited in the European Nucleotide Archive (ENA) at EMBL-EBI under accession numbers PRJEB50751 and PRJEB52839. All the other data are available in this published article and its supplementary information files; raw data are available in the open repository Zenodo in the “IRCCS Humanitas Research Hospital &amp; Humanitas University” community (DOI: 10.5281/zenodo.6623710).
PMC8938902,35294887,10.1016/j.celrep.2022.110523,2022,Cell Rep,Beyond body maps: Information content of specific body parts is distributed across the somatosensory homunculus,False,2,1,github.com/jasp-stats/jasp-desktop | github.com/ronimaimon/rsatoolbox,osf.io/g3y5u,False,Data and code availability • The data generated during this study will be available from the Open Science Framework upon publication ( https://osf.io/g3y5u/ ). • This paper does not report original code. • Any additional information required to reanalyse the data reported in this paper is available from the lead contact upon request.
PMC9304670,35873736,10.1016/j.ohx.2022.e00335,2022,HardwareX,"RespiCo: A novel, flexible, and stand-alone electronic respiratory coaching device",False,1,1,github.com/micropython/webrepl,osf.io/u2gfc,False,
PMC8659512,34884019,10.3390/s21238006,2021,Sensors (Basel),"Towards a Singing Voice Multi-Sensor Analysis Tool: System Design, and Assessment Based on Vocal Breathiness",False,1,2,github.com/nataliakotsani/singing-voice-multi-sensor-analysis-tool,doi.org/10.5281/zenodo.5732933 | zenodo.org/record/5732933,False,"Data Availability Statement Data available in https://github.com/nataliakotsani/Singing-Voice-Multi-Sensor-Analysis-Tool/ , https://doi.org/10.5281/zenodo.5732933 ."
PMC8075237,33901222,10.1371/journal.pone.0250456,2021,PLoS One,Calibration and validation of a novel hybrid model of the lumbosacral spine in ArtiSynth-The passive structures,False,2,1,github.com/artisynth/artisynth_core | github.com/remusr9/artisynth_lumbosacralspinemodel,doi.org/10.5281/zenodo.4453702,False,"Data Availability Statement The source code, scripts, and underlying data of the validated passive hybrid lumbosacral model are available on Zenodo.org under the DOI https://doi.org/10.5281/zenodo.4453702 . Access to these resources and the ability to contribute to the development is also available at: https://github.com/RemusR9/artisynth_lumbosacralSpineModel . The model is built in ArtiSynth ( www.artisynth.org ), which is an open-source 3D modeling platform that supports the combined simulation of multibody and finite element models and is also available on GitHub ( https://github.com/artisynth/artisynth_core )."
PMC7978429,33741593,10.1126/sciadv.abe2778,2021,Sci Adv,The evolution of pelvic limb muscle moment arms in bird-line archosaurs,False,1,2,github.com/liamrevell/phytools,figshare.com/articles/dataset/archive_of_all_13_musculoskeletal_models/12776084 | figshare.com/s/c4ac5444f41c26ff4db1,False,
PMC7810862,33452363,10.1038/s41598-021-81031-y,2021,Sci Rep,Implicit motor learning within three trials,False,1,1,github.com/jennr1990/tworateproprioception,osf.io/9db8v,False,
PMC8023635,33855295,10.1093/braincomms/fcab017,2021,Brain Commun,The prognostic value of resting-state EEG in acute post-traumatic unresponsive states,False,1,1,github.com/srivaschennu/mohawk,osf.io/8w6qr,False,Data availability All data and analysis scripts are available in the following repository: https://osf.io/8w6qr/ .
PMC8370405,33725125,10.1093/brain/awab109,2021,Brain,A Bayesian optimization approach for rapidly mapping residual network function in stroke,False,2,1,github.com/romylorenz/strokeloop | github.com/sheffieldml/gpy,osf.io/jqw35,False,"Data Availability Statement All Python, bash and MATLAB code for implementing neuroadaptive Bayesian optimization is available from GitHub http://github.com/romylorenz/strokeLoop . For Gaussian process regression, we use a Python implementation from http://github.com/SheffieldML/GPy . Relevant data are available from the authors upon reasonable request."
PMC7790368,33411749,10.1371/journal.pone.0244582,2021,PLoS One,Identifying differences in gait adaptability across various speeds using movement synergy analysis,False,1,1,github.com/davidoreilly12/o-reilly-federolf-2020,zenodo.org/record/16064,False,Data Availability Statement The current study is a secondary analysis of publically available data ( https://peerj.com/articles/918/ ) which can be freely acquired. Supplementary data attached within the current study provides insight into this secondary analysis and can be found at the following Github repository: https://github.com/Davidoreilly12/O-Reilly-Federolf-2020 .
PMC8427527,34512524,10.3389/fneur.2021.711900,2021,Front Neurol,Improvement of Apraxia With Augmented Reality: Influencing Pantomime of Tool Use via Holographic Cues,True,1,1,github.com/ninarohrbach/panto-holo,osf.io/uakw2,False,"Data Availability Statement The datasets generated for this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Center for Open Science (COS) Open Science Framework (OSF), https://osf.io/uakw2/?view_only=a55698fafb6541f7878284bab64e940c ."
PMC6980400,31978052,10.1371/journal.pone.0226501,2020,PLoS One,pyKNEEr: An image analysis workflow for open and reproducible research on femoral knee cartilage,False,6,3,bitbucket.org/marcniethammer/ksrt | github.com/insightsoftwareconsortium/itk-jupyter-widgets | github.com/izehan/spatial-pbs | github.com/rasbt/watermark,doi.org/10.5281/zenodo.2530608 | doi.org/10.5281/zenodo.2574172 | osf.io/h9gsd,False,- Raw data from the Osteoarthritis Initiative are here: https://nda.nih.gov/oai - Processed data are on Zenodo: https://www.doi.org/10.5281/zenodo.2530608 - Data analysis is on GitHub: https://github.com/sbonaretti/pyKNEEr/tree/master/publication/data .
PMC7414843,32769984,10.1038/s41467-020-17788-z,2020,Nat Commun,Distinct thalamocortical network dynamics are associated with the pathophysiology of chronic low back pain,False,1,1,github.com/yihengtu/dynamic-connectivity-for-fmri.git,dataverse.harvard.edu/dataverse/gsp,False,"Data Availability Statement The MRI data are from multiple sources. Not all participants gave their permission to share their data with the public. Some datasets are part of longitudinal studies that will generate more than one manuscript. The data will eventually be made available, with the permission of the participants, once these manuscripts are completed. Reasonable requests can be sent to the corresponding author (J.K.). The data used for deriving the group template of ICNs are available from HCP website ( https://www.humanconnectome.org/ ) and GSP website ( https://dataverse.harvard.edu/dataverse/GSP ). The group template of ICNs derived from HCP and GSP for spatially constrained ICA can be requested from V.C. (vcalhoun@gsu.edu). Source data are provided with this paper. Most MATLAB codes were included in the CONN toolbox (fMRI preprocessing and ART), GIFT toolbox (GICA), and GRET"
PMC7438887,32903824,10.3389/fnins.2020.00637,2020,Front Neurosci,Hand-Gesture Recognition Based on EMG and Event-Based Camera Sensor Fusion: A Benchmark in Neuromorphic Computing,False,3,1,github.com/bamsumit/slayerpytorch | github.com/chfrenkel/odin | github.com/enny1991/dvs_emg_fusion,doi.org/10.5281/zenodo.3663616,False,"Data Availability Statement The datasets analyzed for this study can be found in the Zenodo, open access repository, http://doi.org/10.5281/zenodo.3663616 . All the code used for the reported experiments can be found at https://github.com/Enny1991/dvs_emg_fusion ."
PMC7359878,32733210,10.3389/fnsys.2020.00031,2020,Front Syst Neurosci,Experimental and Computational Study on Motor Control and Recovery After Stroke: Toward a Constructive Loop Between Experimental and Virtual Embodied Neuroscience,False,3,1,github.com/esaps/allenmouse_strokekuramoto | github.com/hbpneurorobotics/blenderrobotdesigner | gitlab.com/lore.ucci/closed-loop-mouse-stroke-simulation,doi.org/10.5281/zenodo.3546068,False,Data Availability Statement The datasets generated for this study are openly available online at: http://doi.org/10.25493/Z9J0-ZZQ . The raw datasets on neurophysiological recordings for this study can be found online at: http://doi.org/10.5281/zenodo.3546068 . Processed data and source code that can be used to reproduce the neurophysiological recordings experiment can be found in the following repository: https://gitlab.com/lore.ucci/closed-loop-mouse-stroke-simulation . The BNM model and all the relevant information to reproduce the simulated BNM data can be found in the following repository: https://github.com/esaps/AllenMouse_strokeKuramoto . Data sharing license: This work is shared under a Creative Commons Attribution CC BY 4.0 license ( https://creativecommons.org ).
PMC7520215,33005341,10.1002/ece3.6593,2020,Ecol Evol,"Skull shape of a widely distributed, endangered marsupial reveals little evidence of local adaptation between fragmented populations",False,1,1,github.com/pietroviama/viacavaetal_dhallucatus,datadryad.org/stash/share/otvii4go1rmqf0vcw6mx9n1a1vnfymzsbtyteqwxvoa,False,Data Availability Statement Data are publicly available in Dryad. R code is also publicly available in GitHub. 3D models can be publicly accessed through MorphoSource. Dryad: https://datadryad.org/stash/share/OTViI4GO1rmqF0vcW6mX9n1A1VnfymzSbtYTEQWXvoA . Github: https://github.com/pietroviama/Viacavaetal_Dhallucatus . https://www.morphosource.org/Detail/ProjectDetail/Show/project_id/834
PMC6646662,31379547,10.3389/fnbot.2019.00048,2019,Front Neurorobot,"An Optimization Method Tracking EMG, Ground Reactions Forces, and Marker Trajectories for Musculo-Tendon Forces Estimation in Equinus Gait",False,2,1,github.com/pyomeca/biorbd | github.com/pyomeca/ezc3d,figshare.com/s/ddef4ef25acc2ea91c04,False,"Data Availability The dataset used for this study is available from figshare ( https://figshare.com/s/ddef4ef25acc2ea91c04 , doi: 10.6084/m9.figshare.7869293 ). They are all stored in c3d file format ( https://www.c3d.org )."
PMC6561636,31188859,10.1371/journal.pone.0217969,2019,PLoS One,Thumb and finger movement is reduced after stroke: An observational study,False,1,1,github.com/jamescheetham/strokedataanalysis,osf.io/ehqr3,False,"Computer code to generate data files for final analysis are available at https://github.com/jamescheetham/StrokeDataAnalysis . All raw data files and computer code for final data analysis and to generate figures are available in the project folder on the Open Science Framework, https://osf.io/ehqr3/ ."
