"baseline","covars","outlier","model","inference","est","se","p","n","sigma","singular","d","study_id","grid_type","spec_id","population","missing","transform","outlier_scope","df_method"
"endpoint","published","iqr15_winsor","mixed_ri","hc3",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",78,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","hc3",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",79,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","hc3",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",80,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","permutation",0.0167307652042694,0.0446020899109631,0.684,276,0.33929758865006,0,0.0493100032653783,"physiofeedback_PMC12821712","defensible",81,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","lm","permutation",0.0226050369997617,0.0446803970906929,0.598,276,0.332439473789073,0,0.0679974515123439,"physiofeedback_PMC12821712","defensible",82,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","permutation",0.022429638223623,0.0438898050235171,0.606,276,0.327068396845179,0,0.068577821764419,"physiofeedback_PMC12821712","defensible",83,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","permutation",0.0284879018317615,0.0422739157485307,0.498,276,0.320656300458095,0,0.0888424827176736,"physiofeedback_PMC12821712","defensible",84,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","permutation",0.021254091274606,0.0400499070747342,0.588,276,0.306396255628112,0,0.0693679863385899,"physiofeedback_PMC12821712","defensible",85,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","permutation",0.0258253984195275,0.0389315417959737,0.538,276,0.300174967974948,0,0.0860344838004041,"physiofeedback_PMC12821712","defensible",86,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","permutation",0.0218028386644073,0.0412743663567681,0.604,276,0.308797949762404,0,0.0706055162645442,"physiofeedback_PMC12821712","defensible",87,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","permutation",0.0265395321522484,0.039543860706195,0.46,276,0.302556722733911,0,0.0877175423915106,"physiofeedback_PMC12821712","defensible",88,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","permutation",0.0169101784594342,0.0447232888570167,0.712824757645071,276,0.339242684827316,0,0.0498468477457131,"physiofeedback_PMC12821712","defensible",89,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","permutation",0.0226050369997621,0.045204063463604,0.617440151013581,276,0.332439473789074,1,0.0679974515123453,"physiofeedback_PMC12821712","defensible",90,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","permutation",0.0225535669531679,0.0430723467479675,0.611249212884007,276,0.327026982239498,0,0.06896546211178,"physiofeedback_PMC12821712","defensible",91,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","permutation",0.028487901831762,0.0436018249899799,0.514083305540484,276,0.320656300458095,1,0.0888424827176752,"physiofeedback_PMC12821712","defensible",92,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","permutation",0.0212540912746081,0.0402179837181823,0.59759933184198,276,0.306396255628112,1,0.0693679863385968,"physiofeedback_PMC12821712","defensible",93,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","permutation",0.0258253984195279,0.0408168384694719,0.52746170050614,276,0.300174967974948,1,0.0860344838004054,"physiofeedback_PMC12821712","defensible",94,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","permutation",0.0218028386644104,0.0405332333134855,0.591082506682457,276,0.308797949762404,1,0.0706055162645542,"physiofeedback_PMC12821712","defensible",95,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","permutation",0.0265395321522498,0.0411407019146031,0.519421568043998,276,0.302556722733911,1,0.0877175423915151,"physiofeedback_PMC12821712","defensible",96,"completers","complete_case","none","pooled","satterthwaite"
"endpoint","none","none","lm","model",0.0105794647110364,0.0523425633334735,0.839973110960328,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",97,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","model",0.0145279496096584,0.0532375804369962,0.785149490758765,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",98,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","model",0.0134412899880378,0.0517606436288873,0.79530434992726,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",99,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","model",0.017466702174036,0.0526778075779134,0.740469475891795,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",100,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","model",0.0126371414602671,0.0504997091572897,0.80258783638905,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",101,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","model",0.0157548030799106,0.0514024731154968,0.759463669712724,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",102,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","model",0.0129919673984348,0.0506602411816429,0.797793566285302,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",103,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","model",0.0162165695983474,0.0515650928147693,0.753396522969376,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",104,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","model",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",105,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","model",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",106,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","model",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",107,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","model",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",108,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","model",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",109,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","model",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",110,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","model",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",111,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","model",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",112,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","lm","hc3",0.0105794647110364,0.0512099260035641,0.8364834099719,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",113,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","hc3",0.0145279496096584,0.0530519496107108,0.784416358325049,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",114,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","hc3",0.0134412899880378,0.050204257255461,0.789106986323843,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",115,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","hc3",0.017466702174036,0.0517900250721624,0.736185904785454,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",116,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","hc3",0.0126371414602671,0.0489588657645676,0.79650997158845,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",117,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","hc3",0.0157548030799106,0.0501290773181171,0.753550233860005,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",118,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","hc3",0.0129919673984348,0.0490893665858258,0.791470751950712,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",119,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","hc3",0.0162165695983474,0.0503025091936731,0.747416414997553,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",120,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","hc3",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",121,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","hc3",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",122,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","hc3",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",123,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","hc3",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",124,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","hc3",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",125,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","hc3",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",126,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","hc3",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",127,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","hc3",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",128,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","lm","permutation",0.0105794647110364,0.050571535813178,0.82,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",129,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","permutation",0.0145279496096584,0.0521309700834444,0.778,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",130,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","permutation",0.0134412899880378,0.0526473066097331,0.814,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",131,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","permutation",0.017466702174036,0.050241598247317,0.732,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",132,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","permutation",0.0126371414602671,0.0496910133964632,0.836,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",133,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","permutation",0.0157548030799106,0.0486204085730887,0.734,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",134,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","permutation",0.0129919673984348,0.0516468033403107,0.816,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",135,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","permutation",0.0162165695983474,0.0513128723044591,0.754,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",136,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","permutation",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",137,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","permutation",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",138,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","permutation",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",139,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","permutation",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",140,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","permutation",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",141,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","permutation",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",142,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","permutation",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",143,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","permutation",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",144,"itt_observed","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","lm","model",0.0105794647110364,0.0523425633334735,0.839973110960328,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",145,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","model",0.0145279496096584,0.0532375804369962,0.785149490758765,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",146,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","model",0.0134412899880378,0.0517606436288873,0.79530434992726,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",147,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","model",0.017466702174036,0.0526778075779134,0.740469475891795,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",148,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","model",0.0126371414602671,0.0504997091572897,0.80258783638905,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",149,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","model",0.0157548030799106,0.0514024731154968,0.759463669712724,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",150,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","model",0.0129919673984348,0.0506602411816429,0.797793566285302,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",151,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","model",0.0162165695983474,0.0515650928147693,0.753396522969376,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",152,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","model",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",153,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","model",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",154,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","model",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",155,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","model",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",156,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","model",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",157,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","model",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",158,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","model",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",159,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","model",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",160,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","lm","hc3",0.0105794647110364,0.0512099260035641,0.8364834099719,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",161,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","hc3",0.0145279496096584,0.0530519496107108,0.784416358325049,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",162,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","hc3",0.0134412899880378,0.050204257255461,0.789106986323843,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",163,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","hc3",0.017466702174036,0.0517900250721624,0.736185904785454,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",164,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","hc3",0.0126371414602671,0.0489588657645676,0.79650997158845,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",165,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","hc3",0.0157548030799106,0.0501290773181171,0.753550233860005,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",166,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","hc3",0.0129919673984348,0.0490893665858258,0.791470751950712,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",167,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","hc3",0.0162165695983474,0.0503025091936731,0.747416414997553,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",168,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","hc3",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",169,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","hc3",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",170,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","hc3",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",171,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","hc3",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",172,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","hc3",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",173,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","hc3",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",174,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","hc3",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",175,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","hc3",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",176,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","lm","permutation",0.0105794647110364,0.0552703929966052,0.842,276,0.398766022875067,0,0.0265305068740797,"physiofeedback_PMC12821712","defensible",177,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","lm","permutation",0.0145279496096584,0.054005670508716,0.792,276,0.391519519932721,0,0.0371065780121382,"physiofeedback_PMC12821712","defensible",178,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","permutation",0.0134412899880378,0.0545511671925579,0.81,276,0.394332732041523,0,0.0340861635260409,"physiofeedback_PMC12821712","defensible",179,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","lm","permutation",0.017466702174036,0.0517287092214041,0.726,276,0.387402841464983,0,0.0450866651054618,"physiofeedback_PMC12821712","defensible",180,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","lm","permutation",0.0126371414602671,0.048557598906127,0.79,276,0.384726442392665,0,0.0328470831941654,"physiofeedback_PMC12821712","defensible",181,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","lm","permutation",0.0157548030799106,0.0506201839726372,0.774,276,0.378023783807209,0,0.0416767509209036,"physiofeedback_PMC12821712","defensible",182,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","lm","permutation",0.0129919673984348,0.0503694938033392,0.8,276,0.385949437844523,0,0.0336623560614396,"physiofeedback_PMC12821712","defensible",183,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","lm","permutation",0.0162165695983474,0.0503136449850172,0.774,276,0.379219720701187,0,0.0427629912504617,"physiofeedback_PMC12821712","defensible",184,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","none","mixed_ri","permutation",0.0105794647110368,0.0523425633334747,0.839973110960328,276,0.398766022875067,1,0.0265305068740808,"physiofeedback_PMC12821712","defensible",185,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","none","mixed_ri","permutation",0.0145279496096565,0.0532375804369963,0.785149490758796,276,0.391519519932721,1,0.0371065780121333,"physiofeedback_PMC12821712","defensible",186,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","permutation",0.0134412899880379,0.0517606436288885,0.795304349927272,276,0.394332732041523,1,0.034086163526041,"physiofeedback_PMC12821712","defensible",187,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","sd3_winsor","mixed_ri","permutation",0.0174667021740337,0.0526778075779142,0.740469475891836,276,0.387402841464983,1,0.0450866651054559,"physiofeedback_PMC12821712","defensible",188,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","iqr15_winsor","mixed_ri","permutation",0.0126371414602674,0.0504997091572908,0.802587836389058,276,0.384726442392664,1,0.032847083194166,"physiofeedback_PMC12821712","defensible",189,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","iqr15_winsor","mixed_ri","permutation",0.0157548030799096,0.0514024731154979,0.759463669712756,276,0.378023783807208,1,0.0416767509209011,"physiofeedback_PMC12821712","defensible",190,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","mad_winsor","mixed_ri","permutation",0.0129919673984345,0.0506602411816431,0.797793566285309,276,0.385949437844523,1,0.0336623560614389,"physiofeedback_PMC12821712","defensible",191,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","published","mad_winsor","mixed_ri","permutation",0.0162165695983456,0.0515650928147704,0.753396522969414,276,0.379219720701187,1,0.042762991250457,"physiofeedback_PMC12821712","defensible",192,"completers","complete_case","log","pooled","satterthwaite"
"endpoint","none","sd3_winsor","lm","model",0.0238984884178726,0.0428514741132636,0.577501083603394,276,0.326459210597206,0,0.0732051283655133,"physiofeedback_PMC12821712","defensible",193,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","published","sd3_winsor","lm","model",0.03020711614811,0.0435204268363985,0.48822888916691,276,0.32005768260672,0,0.0943802251584376,"physiofeedback_PMC12821712","defensible",194,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","none","iqr15_winsor","lm","model",0.0237538928448793,0.0402502541884507,0.555573054576198,276,0.306642104632553,0,0.0774645506472227,"physiofeedback_PMC12821712","defensible",195,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","published","iqr15_winsor","lm","model",0.0287057603768346,0.0408595938440813,0.48295052211593,276,0.300489399314694,0,0.0955300268239141,"physiofeedback_PMC12821712","defensible",196,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","none","mad_winsor","lm","model",0.0234251818541338,0.0405753603313036,0.56419379503919,276,0.309118889782943,0,0.0757804929701402,"physiofeedback_PMC12821712","defensible",197,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","published","mad_winsor","lm","model",0.0284148932019012,0.0411899271819335,0.490887334913732,276,0.302918734922963,0,0.0938036837144707,"physiofeedback_PMC12821712","defensible",198,"itt_observed","complete_case","none","armwise","satterthwaite"
"endpoint","none","sd3_winsor","mixed_ri","model",0.024225128385462,0.0432317741186325,0.586833256523482,276,0.326346774916302,0,0.0742312480081194,"physiofeedback_PMC12821712","defensible",199,"itt_observed","complete_case","none","armwise","satterthwaite"
